User,Comment,Time,Likes
@giantreaveraloadae8229, @raimondainsar4519  Better than spending those billions on his own personal enjoyment in my opinion. If a billionaire wants to progress technology and is willing to spend billions on it who am I to get angry about it?,2 years ago,
@raimondainsar4519, @raimondainsar4519  “he has not been founder of not one company” so he has been founder of many companies?,2 years ago (edited),1
@giantreaveraloadae8229, @giantreaveraloadae8229  you get the point.  English is not my first nor second language.  And like i said he is not pushing our society forward he is doing the opposite. At what cost is he progressing this technology? And how much of it is really his innovations?  He recycles old concepts and manipulates the press and the stock market with his lies. Man is a con artist and many people suffer because of his actions,2 years ago (edited),
@anthony94172, @raimondainsar4519  Perhaps. But that’s the consequence when things like this are just funded by individuals.,1 year ago,105
@doungnguyen4067,"When it comes to the world of investing, most people don't know where to start. Fortunately, great investors of the past and present can provide us with guidance.",1 year ago,
@suleimanhadiza7218,"Hello, I'm new to Biticon trade and I've been making losses but recently I see a lot of people earning from it. Please can someone tell me what I'm doing wrong",1 year ago,
@yusufjecob5819,I highly recommend Mr Greg T. Martin fx he is my current trader and his strategies are working,1 year ago,
@chibuzoreustace2352,"I will also advise you to try Mr Greg T. Martin fx ,he is legit and his profit scheme is amazing, I've never seen any of his client complain of lost",1 year ago,1
@henrymark8359,I want to invest with this Mr Greg T. Martin fx .,1 year ago,
@promiseessien730,I am interested. how and where can I get in touch with him?,1 year ago,
@bilyaminusalisu1746," Nat Arthitaya  Thanks for the opportunity, look forward to hear from him soon.",1 year ago,
@LiJie-ml5di,Many people today in the world are poor because of ignorance I know for sure that trustworthy account manager like Sir Greg T. Martin fx are waiting for investors,1 year ago,
@akinpeluazeez861,"Mr Greg T. Martin fx has really made name for him self. I invested $10,000 and earned 34,000 in an interval of one week.",1 year ago (edited),
@nayendaben,"I'm also benefiting from Mr Greg T. Martin I was afraid of investing with his platform until I got convinced by my cousin who linked me up with him and since then I've been earning at least $4,000 profit weekly from every $1,000 I invest.",1 year ago,
@aperuaemmanuel8127,I'm happy with his services and I really appreciate Sir Greg T. Martin fx Thank you sir.,1 year ago,
@usmanibrahim6296,"Does he also offer mentorship, lectures and tutorials?",1 year ago,
@marklucas1799,"Can i start with $1,000? I don't have much",1 year ago,
@solomon2863," @usmanibrahim6296  Yes, $1,000 is good enough to start investment with him",1 year ago,
@solomon2863,I'm interested can someone help with his info,1 year ago,
@rodiyahyusuff7702,Does he have a WHATSAPP NUMBER??,1 year ago,
@rodiyahyusuff7702, @solomon2863  Yessss.... He does,1 year ago,
@rodiyahyusuff7702,+1314,1 year ago,
@rodiyahyusuff7702,325,1 year ago,
@rodiyahyusuff7702,6960,1 year ago,
@solomon2863,You can contact him with above detail,1 year ago,
@muhammadauwalu1593," @rodiyahyusuff7702  thank you for the opportunity to contact him with above details, I will contact him Immediately",1 year ago,
@akinsanoladamilola7557,"Trading is the game on board now, earn from home don't allow the depletion of the economy affect you",1 year ago,
@begekumai783,Sir Greg T. Martin fx is sincere. trustworthy and legit. He is a professional broker and account manager who is good at what he does. You have no reason to fear.,1 year ago,
@harrisonmichael9636,Always recommend Mr Greg T. Martin fx to everyone who needs the service of a professional account manager to manage their Bitcoin investment because he has really helped me recover all the money I have lost to scammers and also earned me so much additional profit since I started investing with him,1 year ago,
@harrisonpoter,I have never heard or seen any of his client complain lost... He is just too trustworthy and professional.,1 year ago,
@ElderEleryDavidChampion-th9lt,I don't usually do reviews but earning more than x3 of my monthly salary from Mr Greg trading account in just a week is amazing.,1 year ago,1
@finelooksfashion2732,I'm very interested in signing up with ASIO,4 years ago,1.9K
@mari0664,"""I'm just trying to think about the future and not be sad."" - Elon .That's Inspiring.",4 years ago,22
@jessicah3450,"Ngl, that's what i'm doing rn and did not even know elon said that.",4 years ago,16
@wizard6906,That's what the guy on the bus next to me said 10 years ago,4 years ago,4
@spokenlife175,Bob Marley wow that’s great,4 years ago,2
@misterb861,Azeem Dheen I loved this Sentence too,4 years ago,1
@chiefinspectorduvall6073,White supremacist future ?,4 years ago,
@isibin21,Try now?,2 years ago,
@rakibmiji8161,True poetry.,2 years ago,
@dondragmer2412,Why I saw my all machine learning viewing to Mr Elon Mask  .Is it ture ??????,2 years ago,
@susanazinger2525,I was trying to do the same ten years ago and now look where we are today. Too much is too sad. So inspiration with a lot of grains of salt.,2 years ago,
@jackfrosty4674, @jessicah3450   that's so funnyyyy .,2 years ago,3
@ivonned32,Gods plan is for a better earth. Join his ark. Called JESUS CHRIST. Do not be left behind.,2 years ago,
@debjanigoswami4661,"It is really not a genius quote, if you think.",1 year ago (edited),
@whitenoise509, @mari0664  .,7 years ago,517
@kraven4444,Am I the only one waiting for him to announce his new Iron Man suit?,6 years ago,5
@vilmiswow,unless he's an Evil genius. lol,6 years ago,
@ghtechreview,That's still fine for me,6 years ago,
@keystothebox,Been waiting for years too ,6 years ago,1
@thelonesomewanderer8359,"He is an idiotic con artist, not an evil genius by far.",6 years ago,
@MsNeelamma,who's he conning? lol,6 years ago,
@ivst3655,"Lol, I won't be surprised when he does (if at all), I will be like ""I knew it!""",2 years ago,8
@AnhPhamTH,Question to Elon : how long will be the waiting queue and time to get in/out of the tunnels?,8 months ago,9
@Bean_IELTS,"Tóm tắt video:Elon Musk trình bày về tầm nhìn của mình về tương lai, bao gồm việc xây dựng công ty khoan hầm để giảm ùn tắc giao thông và sự phát triển của xe tự lái và tàu vũ trụ tái sử dụng.- 00:00 Elon Musk đang giải thích lý do ông đào hầm dưới Los Angeles-  Elon Musk đang nói về việc xây dựng hệ thống đào hầm và mục tiêu của họ.-  Elon Musk nói về công ty khoan đào mới để quan sát động đất-  Trong tương lai, xe Tesla sẽ có thể tự lái từ California đến New York mà không cần chạm vào vô lăng.-  Xe tải điện Tesla có thể tạo ra mô-men xoắn vượt trội hơn bất kỳ xe tải diesel nào.-  Hầu hết các mái nhà ở Mỹ đều có đủ diện tích để cung cấp năng lượng cho cả nhà bằng năng lượng mặt trời.-  Elon Musk đã phát triển các tên lửa có thể sử dụng lại và đã thành công trong việc đưa một tên lửa trở lại Trái Đất.-  Elon Musk nhấn mạnh về tầm quan trọng của năng lượng bền vững và những hành động có thể ảnh hưởng đến tương lai.",8 months ago,
@JoshForet,quá ghê,7 years ago,4.4K
@FreakyStyleytobby,40 minutes of Elon content? *shifts priorities,7 years ago,272
@spectrum503,"""Thats the slowed down version""",7 years ago,19
@benjamind.4790,Joshxt I have made a video on life story of Elon Musk. Watch it to know the early days of Elon when his company Tesla and SpaceX were about to be sold and shut down respectively and how he managed to save his company like a hero.,7 years ago,8
@Oba936,Exactly what happened with me.,7 years ago,31
@THEMithrandir09,"yeah, I planed to sleep. But hey, I got to dream while still awake, so I got that going on for me.",7 years ago,12
@wuvliving8083,"And he actually got some sleep before this, meaning that he talks way more fluently than on most talks/interviews. The guy just works too damn hard o.O",7 years ago,4
@dudleybarker2273,lol these videos are gold. how do you know he actually had sleep?,7 years ago,
@andychang2739,where do we find this?,7 years ago,10
@THEMithrandir09,"If you're watching this, I'd say your priorities are in pretty good order.",7 years ago,2
@isaac1403,"Wuv living in other speeches or interviews he stutters quite a lot. when asked about it the reply was that it isnt easy for him to talk in front of a lot of people and that he just lacks a lot of sleep from time to time. cant rememver the source tho, sorry",7 years ago,3
@bRadicalmagic1,40 minutes of TED content bro. zzz.,6 years ago,3
@edbenti5007,Bored people are BORING ! ! !,6 years ago,
@jasplays6392,"Musk DID NOT FOUND TESLA, he stole it from Martin Eberhardt and Mark Tarpening.",6 years ago (edited),10
@jasplays6392,he invented pay pal and another tech company in which he sold both for a ton of money. and used that money to save Tesla from bankruptcy. maybe he didn't found Tesla but at least he took it over and saved it. without his money after becoming CEO Tesla wouldn't be here right now,6 years ago,7
